16,5,16,49,16,5,16,49,16,5,16,49,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/git/description.ts"
16,7,16,53,16,7,16,53,16,7,16,53,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/submodule-test.ts"
16,9,16,55,16,9,16,55,16,9,16,55,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/apply-test.ts"
17,7,17,45,17,7,17,45,17,7,17,45,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/format-patch-test.ts"
18,7,18,28,18,7,18,28,18,7,18,28,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/description-test.ts"
18,7,18,60,18,7,18,60,18,7,18,60,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/write-default-readme-test.ts"
18,7,20,7,18,7,20,7,18,7,20,7,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/remote-test.ts"
18,7,20,8,18,7,20,8,18,7,20,8,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/format-patch-test.ts"
18,9,20,10,18,9,20,10,18,9,20,10,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/apply-test.ts"
19,3,24,3,19,3,24,3,19,3,24,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/ui/lib/install-cli.ts"
19,5,19,66,19,5,19,66,19,5,19,66,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/config-test.ts"
19,7,19,55,19,7,19,55,19,7,19,55,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/gitignore-test.ts"
19,7,19,60,19,7,19,60,19,7,19,60,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/lfs-test.ts"
20,3,20,37,20,3,20,37,20,3,20,37,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-builder-branch-pruner.ts"
20,5,20,27,20,5,20,27,20,5,20,27,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/ui/lib/install-cli.ts"
20,7,20,51,20,7,20,51,20,7,20,51,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/write-default-readme-test.ts"
20,7,20,55,20,7,20,55,20,7,20,55,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/description-test.ts"
20,9,20,68,20,9,20,68,20,9,20,68,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/merge-test.ts"
21,3,21,43,21,3,21,43,21,3,21,43,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/editors/lookup.ts"
21,3,26,3,21,3,26,3,21,3,26,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/script/validate-sass/validate-all.ts"
22,3,22,37,22,3,22,37,22,3,22,37,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/ui/add-repository/write-default-readme.ts"
22,3,22,48,22,3,22,48,22,3,22,48,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/reflog-test.ts"
22,7,22,58,22,7,22,58,22,7,22,58,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/rebase/progress-test.ts"
23,5,23,26,23,5,23,26,23,5,23,26,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/ui/lib/install-cli.ts"
23,5,23,66,23,5,23,66,23,5,23,66,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/rev-parse-test.ts"
24,3,24,37,24,3,24,37,24,3,24,37,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/git/commit.ts"
24,5,24,63,22,5,22,56,24,5,24,63,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/script/validate-sass/validate-all.ts"
24,7,24,80,24,7,24,80,24,7,24,80,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/submodule-test.ts"
25,7,25,49,25,7,25,49,27,7,27,56,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/reset-test.ts"
25,7,29,7,25,7,29,7,25,7,29,7,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/write-default-readme-test.ts"
26,3,34,3,26,3,34,3,26,3,34,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/progress/from-process.ts"
26,7,26,68,26,7,26,68,26,7,26,68,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/pull/ahead-and-behind-test.ts"
26,7,26,68,26,7,26,68,26,7,26,68,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/pull/only-ahead-test.ts"
26,7,26,68,26,7,26,68,26,7,26,68,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/pull/only-behind-test.ts"
27,3,49,3,27,3,49,3,27,3,49,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/ui/add-repository/licenses.ts"
27,5,33,5,27,5,33,5,27,5,33,5,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/progress/from-process.ts"
27,7,27,60,27,7,27,60,27,7,27,60,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/lfs-test.ts"
27,7,27,63,27,7,27,63,27,7,27,63,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/diff-check-test.ts"
27,7,27,76,27,7,27,76,27,7,27,76,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/log-test.ts"
27,7,27,78,27,7,27,78,27,7,27,78,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git-store-test.ts"
28,3,39,3,28,3,39,3,28,3,39,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/large-files.ts"
28,7,28,41,28,7,28,41,28,7,28,41,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/description-test.ts"
28,7,28,53,28,7,28,53,28,7,28,53,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/progress/from-process.ts"
29,3,29,43,29,3,29,43,29,3,29,43,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-builder-pull-test.ts"
29,5,29,66,29,5,29,66,29,5,29,66,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/reflog-test.ts"
29,7,29,55,29,7,29,55,29,7,29,55,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/reset-test.ts"
29,7,29,59,29,7,29,59,29,7,29,59,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/rev-parse-test.ts"
30,3,30,38,30,3,30,38,30,3,30,38,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-builder-branch-pruner.ts"
30,3,30,43,30,3,30,43,30,3,30,43,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-builder-long-rebase-test.ts"
30,3,30,43,30,3,30,43,30,3,30,43,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-builder-rebase-test.ts"
30,3,37,3,30,3,37,3,30,3,37,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/patch-formatter-test.ts"
30,5,38,5,30,5,38,5,30,5,38,5,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/large-files.ts"
30,7,30,37,30,7,30,37,30,7,30,37,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/stash-test.ts"
30,7,30,55,30,7,30,55,30,7,30,55,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/description-test.ts"
30,9,30,68,30,9,30,68,30,9,30,68,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/merge-test.ts"
31,3,31,48,31,3,31,48,31,3,31,48,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/ui/add-repository/gitignores.ts"
31,7,31,45,31,7,31,45,31,7,31,45,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/large-files.ts"
31,7,31,47,31,7,31,47,31,7,31,47,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/gitignore-test.ts"
31,7,31,51,31,7,31,51,31,7,31,51,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/write-default-readme-test.ts"
32,3,32,44,32,3,32,44,32,3,32,44,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/git/description.ts"
32,7,35,7,32,7,35,7,32,7,35,7,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/rebase/detect-conflict-test.ts"
33,7,33,55,33,7,33,55,33,7,33,55,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/gitignore-test.ts"
34,3,34,51,34,3,34,51,34,3,34,51,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repositories.ts"
34,5,51,5,34,5,51,5,34,5,51,5,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/stores/cloning-repositories-store.ts"
34,7,34,73,34,7,34,73,34,7,34,73,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/rev-parse-test.ts"
34,7,34,74,34,7,34,74,34,7,34,74,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/log-test.ts"
34,7,37,7,34,7,37,7,34,7,37,7,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/rebase/progress-test.ts"
35,3,35,45,35,3,35,45,35,3,35,45,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/editors/lookup.ts"
35,5,35,61,35,5,35,61,35,5,35,61,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/ui/add-repository/licenses.ts"
35,7,35,53,35,7,35,53,35,7,35,53,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/reflog-test.ts"
35,7,38,8,35,7,38,8,35,7,38,8,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/stores/cloning-repositories-store.ts"
35,9,35,55,35,9,35,55,35,9,35,55,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/apply-test.ts"
36,3,39,3,36,3,39,3,48,3,50,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repositories.ts"
36,3,50,3,36,3,50,3,36,3,50,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/git/revert.ts"
36,7,36,53,36,7,36,53,36,7,36,53,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/reflog-test.ts"
37,3,37,37,37,3,37,37,37,3,37,37,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-builder-branch-pruner.ts"
37,3,37,48,37,3,37,48,37,3,37,48,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/ui/add-repository/gitignores.ts"
37,3,37,77,37,3,37,77,37,3,37,77,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/diff-test.ts"
37,9,37,65,37,9,37,65,37,9,37,65,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/status-test.ts"
38,5,49,5,38,5,49,5,38,5,49,5,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/git/revert.ts"
41,3,61,3,41,3,61,3,41,3,61,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/git/clone.ts"
41,7,41,49,41,7,41,49,41,7,41,49,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/reset-test.ts"
41,7,41,61,41,7,41,61,41,7,41,61,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/pull/only-ahead-test.ts"
41,7,41,68,41,7,41,68,41,7,41,68,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/pull/ahead-and-behind-test.ts"
41,9,43,10,41,9,43,10,41,9,43,10,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/format-patch-test.ts"
42,3,42,38,42,3,42,38,42,3,42,38,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-builder-branch-pruner.ts"
42,7,42,43,42,7,42,43,42,7,42,43,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/pull/only-ahead-test.ts"
42,7,42,66,42,7,42,66,42,7,42,66,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/merge-test.ts"
42,9,42,57,42,9,42,57,42,9,42,57,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/status-test.ts"
42,9,44,10,42,9,44,10,42,9,44,10,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/apply-test.ts"
43,5,43,68,43,5,43,68,43,5,43,68,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/parse-merge-result-test.ts"
43,7,43,45,43,7,43,45,43,7,43,45,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/lfs-test.ts"
44,7,44,53,44,7,44,53,44,7,44,53,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/reflog-test.ts"
45,3,45,44,45,3,45,44,45,3,45,44,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-builder-pull-test.ts"
45,3,45,45,45,3,45,45,45,3,45,45,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/shells/shared.ts"
45,7,45,32,45,7,45,32,47,7,47,74,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/reset-test.ts"
45,7,45,53,45,7,45,53,45,7,45,53,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/reflog-test.ts"
45,7,45,66,45,7,45,66,45,7,45,66,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/submodule-test.ts"
46,3,88,3,46,3,88,3,46,3,88,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/app-store-test.ts"
46,5,46,63,46,5,46,63,49,5,49,61,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git-store-test.ts"
46,5,46,80,46,5,46,80,46,5,46,80,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/diff-test.ts"
47,3,49,4,47,3,49,4,50,3,50,33,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/script/licenses/update-license-dump.ts"
47,3,52,3,47,3,52,3,47,3,52,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/commit-test.ts"
47,5,47,67,47,5,47,67,47,5,47,67,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/branch-pruner-test.ts"
47,5,57,5,47,5,57,5,47,5,57,5,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/git/clone.ts"
47,7,47,53,47,7,47,53,47,7,47,53,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/submodule-test.ts"
47,7,47,64,47,7,47,64,47,7,47,64,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/branch-test.ts"
47,7,47,76,47,7,47,76,47,7,47,76,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/patch-formatter-test.ts"
48,7,48,47,46,7,46,27,48,7,48,47,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/gitignore-test.ts"
48,7,48,49,48,7,48,49,48,7,48,49,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/rebase/detect-conflict-test.ts"
48,7,48,52,48,7,48,52,48,7,48,52,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/rebase/progress-test.ts"
50,3,50,44,50,3,50,44,50,3,50,44,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-builder-long-rebase-test.ts"
50,3,50,44,50,3,50,44,50,3,50,44,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-builder-rebase-test.ts"
50,7,50,49,50,7,50,49,50,7,50,49,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/rebase/progress-test.ts"
50,7,50,63,50,7,50,63,50,7,50,63,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/stash-test.ts"
51,5,51,64,51,5,51,64,51,5,51,64,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git-store-test.ts"
51,5,56,5,51,5,56,5,51,5,56,5,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/checkout-test.ts"
51,7,51,53,51,7,51,53,51,7,51,53,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/pull/only-behind-test.ts"
51,7,51,63,51,7,51,63,51,7,51,63,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/stash-test.ts"
52,3,56,3,52,3,56,3,52,3,56,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repositories.ts"
52,3,60,3,52,3,60,3,52,3,60,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-scaffolding.ts"
52,7,52,52,52,7,52,52,52,7,52,52,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/checkout-test.ts"
52,7,52,54,52,7,52,54,52,7,52,54,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/pull/only-behind-test.ts"
52,7,52,62,52,7,52,62,52,7,52,62,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/stash-test.ts"
52,9,52,44,52,9,52,44,52,9,52,44,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/pull/only-ahead-test.ts"
53,7,53,61,53,7,53,61,53,7,53,61,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/pull/ahead-and-behind-test.ts"
54,5,59,5,54,5,59,5,54,5,59,5,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-scaffolding.ts"
54,5,65,5,54,5,65,5,54,5,65,5,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/ui/repository-settings/repository-settings.tsx"
54,7,54,43,54,7,54,43,54,7,54,43,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/pull/ahead-and-behind-test.ts"
54,7,54,43,54,7,54,43,54,7,54,43,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/pull/only-behind-test.ts"
54,7,54,45,54,7,54,45,54,7,54,45,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/lfs-test.ts"
55,3,108,3,55,3,108,3,55,3,108,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/git/commit.ts"
55,5,55,45,55,5,55,45,55,5,55,45,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repositories.ts"
55,7,55,55,55,7,55,55,55,7,55,55,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/reset-test.ts"
55,7,55,73,55,7,55,73,55,7,55,73,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/ui/repository-settings/repository-settings.tsx"
57,3,57,33,57,3,57,33,57,3,57,33,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/ui/add-repository/gitignores.ts"
57,5,57,67,57,5,57,67,59,5,59,33,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git-store-test.ts"
57,7,57,51,57,7,57,51,57,7,57,51,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-scaffolding.ts"
57,7,57,54,55,7,55,37,57,7,57,54,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/gitignore-test.ts"
57,7,57,80,57,7,57,80,57,7,57,80,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/submodule-test.ts"
58,3,58,36,49,3,56,3,58,3,58,36,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/infer-last-push-for-repository.ts"
58,7,58,78,58,7,58,78,58,7,58,78,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/format-patch-test.ts"
59,3,59,51,59,3,59,51,59,3,59,51,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/helpers/repository-builder-pull-test.ts"
60,7,60,70,60,7,60,70,60,7,60,70,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/diff-test.ts"
61,3,90,3,61,3,90,3,61,3,90,3,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/src/lib/git/pull.ts"
61,5,61,45,61,5,61,45,61,5,61,45,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git-store-test.ts"
61,5,61,66,61,5,61,66,61,5,61,66,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/commit-test.ts"
61,5,61,68,61,5,61,68,61,5,61,68,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/parse-merge-result-test.ts"
62,5,62,68,62,5,62,68,62,5,62,68,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/checkout-test.ts"
62,7,62,53,62,7,62,53,62,7,62,53,"/home/ellen/Documents/ASJProj/TESTING_reordering/kactus_analyzeMe/app/test/unit/git/reflog-test.ts"
